ENSMUST00000070533.5	Xkr4-201	ENSMUSG00000051951
ENSMUST00000173908.8	Cyb5r1-208	ENSMUSG00000026456
ENSMUST00000127412.9	Cyb5r1-202	ENSMUSG00000026456
ENSMUST00000172795.2	Cyb5r1-207	ENSMUSG00000026456
ENSMUST00000027727.15	Adipor1-201	ENSMUSG00000026457
ENSMUST00000112237.2	Adipor1-202	ENSMUSG00000026457
ENSMUST00000112232.8	Klhl12-202	ENSMUSG00000026455
ENSMUST00000027725.11	Klhl12-201	ENSMUSG00000026455
ENSMUST00000116528.2	Klhl12-203	ENSMUSG00000026455
ENSMUST00000047978.9	Rabif-201	ENSMUSG00000042229
ENSMUST00000172898.2	Mgat4e-202	ENSMUSG00000046367
ENSMUST00000052911.8	Mgat4e-201	ENSMUSG00000046367
ENSMUST00000185836.2	Mgat4e-203	ENSMUSG00000046367
ENSMUST00000047714.14	Kdm5b-201	ENSMUSG00000042207
ENSMUST00000112198.3	Kdm5b-203	ENSMUSG00000042207
ENSMUST00000187725.7	Syt2-203	ENSMUSG00000026452
ENSMUST00000188842.7	Syt2-204	ENSMUSG00000026452
ENSMUST00000121990.2	Syt2-201	ENSMUSG00000026452
ENSMUST00000045665.13	Ppp1r12b-201	ENSMUSG00000073557
ENSMUST00000168381.8	Ppp1r12b-209	ENSMUSG00000073557
ENSMUST00000238280.2	Ppp1r12b-211	ENSMUSG00000073557
ENSMUST00000086444.6	Ppp1r12b-202	ENSMUSG00000073557
ENSMUST00000112163.2	Ppp1r12b-203	ENSMUSG00000073557
ENSMUST00000027687.8	Ube2t-201	ENSMUSG00000026429
ENSMUST00000223886.2	Ube2t-205	ENSMUSG00000026429
ENSMUST00000188177.2	Ube2t-204	ENSMUSG00000026429
ENSMUST00000044828.14	Lgr6-201	ENSMUSG00000042793
ENSMUST00000137968.8	Lgr6-202	ENSMUSG00000042793
ENSMUST00000183317.8	Ptprv-209	ENSMUSG00000097993
ENSMUST00000187985.7	Ptpn7-203	ENSMUSG00000031506
ENSMUST00000049449.11	Ptpn7-201	ENSMUSG00000031506
ENSMUST00000167080.3	Ptpn7-202	ENSMUSG00000031506
ENSMUST00000027684.11	Arl8a-201	ENSMUSG00000026426
ENSMUST00000125774.2	Arl8a-203	ENSMUSG00000026426
ENSMUST00000027682.9	Gpr37l1-201	ENSMUSG00000026424
ENSMUST00000003135.14	Elf3-201	ENSMUSG00000003051
ENSMUST00000185752.2	Elf3-202	ENSMUSG00000003051
ENSMUST00000077340.14	Rnpep-202	ENSMUSG00000041926
ENSMUST00000074357.8	Rnpep-201	ENSMUSG00000041926
ENSMUST00000081104.10	Timm17a-201	ENSMUSG00000062580
ENSMUST00000134088.3	Timm17a-203	ENSMUSG00000062580
ENSMUST00000125454.3	Timm17a-202	ENSMUSG00000062580
ENSMUST00000059352.3	Lmod1-201	ENSMUSG00000048096
ENSMUST00000041240.4	Shisa4-201	ENSMUSG00000041889
ENSMUST00000041023.14	Ipo9-201	ENSMUSG00000041879
ENSMUST00000161032.8	Ipo9-206	ENSMUSG00000041879
ENSMUST00000161189.8	Ipo9-208	ENSMUSG00000041879
ENSMUST00000161934.2	Ipo9-213	ENSMUSG00000041879
ENSMUST00000161838.8	Ipo9-212	ENSMUSG00000041879
ENSMUST00000159173.2	Ipo9-204	ENSMUSG00000041879
ENSMUST00000040599.15	Nav1-201	ENSMUSG00000009418
ENSMUST00000067414.13	Nav1-202	ENSMUSG00000009418
ENSMUST00000190298.8	Nav1-208	ENSMUSG00000009418
ENSMUST00000189252.2	Nav1-205	ENSMUSG00000009418
ENSMUST00000097561.9	Csrp1-202	ENSMUSG00000026421
ENSMUST00000027677.8	Csrp1-201	ENSMUSG00000026421
ENSMUST00000038945.6	Phlda3-201	ENSMUSG00000041801
ENSMUST00000132795.8	Tnni1-202	ENSMUSG00000026418
ENSMUST00000152208.8	Tnni1-207	ENSMUSG00000026418
ENSMUST00000152075.8	Tnni1-206	ENSMUSG00000026418
ENSMUST00000154463.8	Tnni1-208	ENSMUSG00000026418
ENSMUST00000139986.8	Tnni1-204	ENSMUSG00000026418
ENSMUST00000148201.8	Tnni1-205	ENSMUSG00000026418
ENSMUST00000129217.2	Tnni1-201	ENSMUSG00000026418
ENSMUST00000038760.10	Lad1-201	ENSMUSG00000041782
ENSMUST00000188028.7	Tnnt2-209	ENSMUSG00000026414
ENSMUST00000178204.8	Tnnt2-205	ENSMUSG00000026414
ENSMUST00000190451.7	Tnnt2-214	ENSMUSG00000026414
ENSMUST00000189732.7	Tnnt2-212	ENSMUSG00000026414
ENSMUST00000189355.7	Tnnt2-211	ENSMUSG00000026414
ENSMUST00000189826.7	Tnnt2-213	ENSMUSG00000026414
ENSMUST00000112087.9	Tnnt2-204	ENSMUSG00000026414
ENSMUST00000178854.8	Tnnt2-206	ENSMUSG00000026414
ENSMUST00000027671.12	Tnnt2-201	ENSMUSG00000026414
ENSMUST00000179863.8	Tnnt2-207	ENSMUSG00000026414
ENSMUST00000112085.9	Tnnt2-202	ENSMUSG00000026414
ENSMUST00000112086.3	Tnnt2-203	ENSMUSG00000026414
ENSMUST00000027667.13	Pkp1-201	ENSMUSG00000026413
ENSMUST00000163260.8	Pkp1-203	ENSMUSG00000026413
ENSMUST00000189805.7	Pkp1-204	ENSMUSG00000026413
ENSMUST00000140703.8	Igfn1-202	ENSMUSG00000051985
ENSMUST00000166193.9	Igfn1-203	ENSMUSG00000051985
ENSMUST00000124134.3	Igfn1-201	ENSMUSG00000051985
ENSMUST00000165125.8	Tmem9-205	ENSMUSG00000026411
ENSMUST00000063719.15	Tmem9-201	ENSMUSG00000026411
ENSMUST00000117950.2	Tmem9-202	ENSMUSG00000026411
ENSMUST00000180436.2	Ascl5-201	ENSMUSG00000097918
ENSMUST00000160641.8	Cacna1s-204	ENSMUSG00000026407
ENSMUST00000112068.10	Cacna1s-202	ENSMUSG00000026407
ENSMUST00000112064.8	Cacna1s-201	ENSMUSG00000026407
ENSMUST00000161865.2	Cacna1s-206	ENSMUSG00000026407
ENSMUST00000075164.11	Kif21b-201	ENSMUSG00000041642
ENSMUST00000130864.9	Kif21b-204	ENSMUSG00000041642
ENSMUST00000171381.2	Kif21b-206	ENSMUSG00000041642
ENSMUST00000168561.9	Mroh3-204	ENSMUSG00000087230
ENSMUST00000212798.2	Mroh3-205	ENSMUSG00000087230
ENSMUST00000120339.8	Inava-201	ENSMUSG00000041605
ENSMUST00000150163.8	Inava-203	ENSMUSG00000041605
ENSMUST00000144464.7	Inava-202	ENSMUSG00000041605
ENSMUST00000153910.2	Inava-204	ENSMUSG00000041605
ENSMUST00000195177.2	Inava-206	ENSMUSG00000041605
ENSMUST00000086395.7	Gpr25-201	ENSMUSG00000052759
ENSMUST00000048309.12	Camsap2-201	ENSMUSG00000041570
ENSMUST00000194808.6	Camsap2-206	ENSMUSG00000041570
ENSMUST00000192001.6	Camsap2-202	ENSMUSG00000041570
ENSMUST00000192314.2	Camsap2-203	ENSMUSG00000041570
ENSMUST00000027655.8	Ddx59-201	ENSMUSG00000026404
ENSMUST00000201676.4	Kif14-208	ENSMUSG00000041498
ENSMUST00000189413.7	Kif14-203	ENSMUSG00000041498
ENSMUST00000047817.12	Kif14-201	ENSMUSG00000041498
ENSMUST00000195274.3	Kif14-205	ENSMUSG00000041498
ENSMUST00000047734.15	Zfp281-201	ENSMUSG00000041483
ENSMUST00000112046.2	Zfp281-202	ENSMUSG00000041483
ENSMUST00000027649.14	Nr5a2-201	ENSMUSG00000026398
ENSMUST00000168126.7	Nr5a2-202	ENSMUSG00000026398
ENSMUST00000192357.6	Nr5a2-203	ENSMUSG00000026398
ENSMUST00000192929.6	Nr5a2-205	ENSMUSG00000026398
ENSMUST00000195428.2	Nr5a2-206	ENSMUSG00000026398
ENSMUST00000182283.8	Ptprc-203	ENSMUSG00000026395
ENSMUST00000183301.8	Ptprc-207	ENSMUSG00000026395
ENSMUST00000182755.8	Ptprc-204	ENSMUSG00000026395
ENSMUST00000195533.6	Ptprc-213	ENSMUSG00000026395
ENSMUST00000193650.2	Ptprc-212	ENSMUSG00000026395
ENSMUST00000027643.6	Atp6v1g3-201	ENSMUSG00000026394
ENSMUST00000186017.7	Nek7-202	ENSMUSG00000026393
ENSMUST00000187407.7	Nek7-203	ENSMUSG00000026393
ENSMUST00000027642.5	Nek7-201	ENSMUSG00000026393
ENSMUST00000019374.14	Lhx9-201	ENSMUSG00000019230
ENSMUST00000093486.10	Lhx9-203	ENSMUSG00000019230
ENSMUST00000112030.9	Lhx9-205	ENSMUSG00000019230
ENSMUST00000046870.13	Lhx9-202	ENSMUSG00000019230
ENSMUST00000112026.4	Lhx9-204	ENSMUSG00000019230
ENSMUST00000194557.2	Lhx9-207	ENSMUSG00000019230
ENSMUST00000112025.3	2310009B15Rik-201	ENSMUSG00000079283
ENSMUST00000193374.2	2310009B15Rik-202	ENSMUSG00000079283
ENSMUST00000200533.5	Dennd1b-209	ENSMUSG00000056268
ENSMUST00000168527.8	Dennd1b-202	ENSMUSG00000056268
ENSMUST00000198759.5	Dennd1b-205	ENSMUSG00000056268
ENSMUST00000200429.5	Dennd1b-208	ENSMUSG00000056268
ENSMUST00000094505.6	Dennd1b-201	ENSMUSG00000056268
ENSMUST00000059825.12	Crb1-201	ENSMUSG00000063681
ENSMUST00000198445.5	Crb1-204	ENSMUSG00000063681
ENSMUST00000196402.5	Crb1-202	ENSMUSG00000063681
ENSMUST00000200340.2	Crb1-207	ENSMUSG00000063681
ENSMUST00000197035.2	Crb1-203	ENSMUSG00000063681
ENSMUST00000200243.5	Zbtb41-203	ENSMUSG00000033964
ENSMUST00000039867.10	Zbtb41-201	ENSMUSG00000033964
ENSMUST00000199011.2	Zbtb41-202	ENSMUSG00000033964
ENSMUST00000200083.5	Aspm-205	ENSMUSG00000033952
ENSMUST00000053364.12	Aspm-201	ENSMUSG00000033952
ENSMUST00000027615.7	F13b-201	ENSMUSG00000026368
ENSMUST00000023965.8	Cfhr1-201	ENSMUSG00000057037
ENSMUST00000161224.2	Cfhr1-202	ENSMUSG00000057037
ENSMUST00000111986.8	Cfhr4-202	ENSMUSG00000070594
ENSMUST00000111989.9	Cfhr4-203	ENSMUSG00000070594
ENSMUST00000027612.11	Cfhr4-201	ENSMUSG00000070594
ENSMUST00000194186.6	Cfhr2-202	ENSMUSG00000033898
ENSMUST00000239380.2	Cfhr2-203	ENSMUSG00000033898
ENSMUST00000094489.5	Cfhr2-201	ENSMUSG00000033898
ENSMUST00000192880.6	Cfh-206	ENSMUSG00000026365
ENSMUST00000111976.9	Cfh-202	ENSMUSG00000026365
ENSMUST00000111977.8	Cfh-203	ENSMUSG00000026365
ENSMUST00000066859.13	Cfh-201	ENSMUSG00000026365
ENSMUST00000192919.6	Cfh-207	ENSMUSG00000026365
ENSMUST00000123238.2	Cfh-204	ENSMUSG00000026365
ENSMUST00000239229.2	Kcnt2-207	ENSMUSG00000052726
ENSMUST00000120709.8	Kcnt2-202	ENSMUSG00000052726
ENSMUST00000120796.8	Kcnt2-203	ENSMUSG00000052726
ENSMUST00000119786.8	Kcnt2-201	ENSMUSG00000052726
ENSMUST00000193606.2	Kcnt2-206	ENSMUSG00000052726
ENSMUST00000018337.9	Cdc73-201	ENSMUSG00000026361
ENSMUST00000159794.2	Cdc73-202	ENSMUSG00000026361
ENSMUST00000038252.4	B3galt2-201	ENSMUSG00000033849
ENSMUST00000145969.8	Glrx2-206	ENSMUSG00000018196
ENSMUST00000185362.7	Glrx2-210	ENSMUSG00000018196
ENSMUST00000111957.10	Glrx2-202	ENSMUSG00000018196
ENSMUST00000145571.2	Glrx2-205	ENSMUSG00000018196
ENSMUST00000050491.11	Glrx2-201	ENSMUSG00000018196
ENSMUST00000129653.3	Glrx2-204	ENSMUSG00000018196
ENSMUST00000159879.2	Ro60-202	ENSMUSG00000018199
ENSMUST00000189936.7	Uchl5-206	ENSMUSG00000018189
ENSMUST00000018333.13	Uchl5-201	ENSMUSG00000018189
ENSMUST00000185493.7	Uchl5-202	ENSMUSG00000018189
ENSMUST00000185539.2	Uchl5-203	ENSMUSG00000018189
ENSMUST00000127206.8	Rgs2-202	ENSMUSG00000026360
ENSMUST00000027606.4	Rgs2-201	ENSMUSG00000026360
ENSMUST00000153527.3	Rgs2-204	ENSMUSG00000026360
ENSMUST00000052375.8	Rgs13-201	ENSMUSG00000051079
ENSMUST00000111941.2	Rgs13-202	ENSMUSG00000051079
ENSMUST00000189061.7	Rgs1-208	ENSMUSG00000026358
ENSMUST00000167317.8	Rgs1-201	ENSMUSG00000026358
ENSMUST00000172388.8	Rgs1-206	ENSMUSG00000026358
ENSMUST00000167812.2	Rgs1-202	ENSMUSG00000026358
ENSMUST00000169409.3	Rgs1-204	ENSMUSG00000026358
ENSMUST00000185714.2	Rgs1-207	ENSMUSG00000026358
ENSMUST00000184189.3	Rgs21-202	ENSMUSG00000098509
ENSMUST00000027603.4	Rgs18-201	ENSMUSG00000026357
ENSMUST00000074622.11	Brinp3-201	ENSMUSG00000035131
ENSMUST00000132847.8	Brinp3-204	ENSMUSG00000035131
ENSMUST00000166814.8	Brinp3-205	ENSMUSG00000035131
ENSMUST00000128345.3	Brinp3-203	ENSMUSG00000035131
ENSMUST00000070200.15	Pla2g4a-201	ENSMUSG00000056220
ENSMUST00000111926.9	Pla2g4a-202	ENSMUSG00000056220
ENSMUST00000190507.2	Pla2g4a-206	ENSMUSG00000056220
ENSMUST00000035065.9	Ptgs2-201	ENSMUSG00000032487
ENSMUST00000190784.2	Ptgs2-202	ENSMUSG00000032487
ENSMUST00000165062.8	Pdc-201	ENSMUSG00000006007
ENSMUST00000191228.7	Pdc-204	ENSMUSG00000006007
ENSMUST00000186572.7	Pdc-203	ENSMUSG00000006007
ENSMUST00000185698.2	Pdc-202	ENSMUSG00000006007
ENSMUST00000111913.9	Odr4-205	ENSMUSG00000006010
ENSMUST00000097547.10	Odr4-204	ENSMUSG00000006010
ENSMUST00000097546.9	Odr4-203	ENSMUSG00000006010
ENSMUST00000006167.13	Odr4-201	ENSMUSG00000006010
ENSMUST00000094477.4	Odr4-202	ENSMUSG00000006010
ENSMUST00000124973.9	Tpr-203	ENSMUSG00000006005
ENSMUST00000119161.9	Tpr-201	ENSMUSG00000006005
ENSMUST00000151563.2	Tpr-213	ENSMUSG00000006005
ENSMUST00000124484.2	Tpr-202	ENSMUSG00000006005
ENSMUST00000006171.16	Prg4-201	ENSMUSG00000006014
ENSMUST00000164600.8	Prg4-208	ENSMUSG00000006014
ENSMUST00000111901.9	Prg4-202	ENSMUSG00000006014
ENSMUST00000111902.9	Prg4-203	ENSMUSG00000006014
ENSMUST00000162367.8	Prg4-207	ENSMUSG00000006014
ENSMUST00000161611.8	Prg4-206	ENSMUSG00000006014
ENSMUST00000161320.8	Prg4-205	ENSMUSG00000006014
ENSMUST00000159035.2	Prg4-204	ENSMUSG00000006014
ENSMUST00000074783.12	Hmcn1-201	ENSMUSG00000066842
ENSMUST00000137197.9	Hmcn1-202	ENSMUSG00000066842
ENSMUST00000177036.2	Hmcn1-206	ENSMUSG00000066842
ENSMUST00000225278.2	Gm47985-201	ENSMUSG00000114212
ENSMUST00000224330.2	Gm8947-201	ENSMUSG00000114943
ENSMUST00000225273.2	Gm47995-201	ENSMUSG00000114694
ENSMUST00000224012.2	3110040M04Rik-201	ENSMUSG00000114582
ENSMUST00000224757.2	Gm47996-201	ENSMUSG00000114591
ENSMUST00000023918.13	Ivns1abp-201	ENSMUSG00000023150
ENSMUST00000111887.10	Ivns1abp-203	ENSMUSG00000023150
ENSMUST00000097543.8	Ivns1abp-202	ENSMUSG00000023150
ENSMUST00000186745.2	Ivns1abp-204	ENSMUSG00000023150
ENSMUST00000190872.2	Ivns1abp-205	ENSMUSG00000023150
ENSMUST00000064771.12	Swt1-201	ENSMUSG00000052748
ENSMUST00000111883.9	Swt1-202	ENSMUSG00000052748
ENSMUST00000141977.3	Swt1-208	ENSMUSG00000052748
ENSMUST00000129939.2	Swt1-204	ENSMUSG00000052748
ENSMUST00000065625.12	Trmt1l-201	ENSMUSG00000053286
ENSMUST00000189655.2	Trmt1l-207	ENSMUSG00000053286
ENSMUST00000190070.7	Rnf2-207	ENSMUSG00000026484
ENSMUST00000187048.7	Rnf2-204	ENSMUSG00000026484
ENSMUST00000076110.11	Rnf2-201	ENSMUSG00000026484
ENSMUST00000186415.7	Rnf2-203	ENSMUSG00000026484
ENSMUST00000187991.2	Rnf2-205	ENSMUSG00000026484
ENSMUST00000134499.8	Niban1-204	ENSMUSG00000026483
ENSMUST00000148810.8	Niban1-205	ENSMUSG00000026483
ENSMUST00000097541.10	Niban1-202	ENSMUSG00000026483
ENSMUST00000111875.2	Niban1-203	ENSMUSG00000026483
ENSMUST00000188145.7	Edem3-203	ENSMUSG00000043019
ENSMUST00000059498.12	Edem3-201	ENSMUSG00000043019
ENSMUST00000187951.7	Edem3-202	ENSMUSG00000043019
ENSMUST00000191070.2	Edem3-204	ENSMUSG00000043019
ENSMUST00000187603.7	1700025G04Rik-204	ENSMUSG00000032666
ENSMUST00000044581.14	1700025G04Rik-201	ENSMUSG00000032666
ENSMUST00000121533.3	1700025G04Rik-202	ENSMUSG00000032666
ENSMUST00000015124.15	Tsen15-201	ENSMUSG00000014980
ENSMUST00000162371.2	Tsen15-205	ENSMUSG00000014980
ENSMUST00000127586.8	Colgalt2-202	ENSMUSG00000032649
ENSMUST00000044311.9	Colgalt2-201	ENSMUSG00000032649
ENSMUST00000111859.8	Rgl1-203	ENSMUSG00000026482
ENSMUST00000027760.14	Rgl1-201	ENSMUSG00000026482
ENSMUST00000111857.3	Rgl1-202	ENSMUSG00000026482
ENSMUST00000149536.3	Rgl1-205	ENSMUSG00000026482
ENSMUST00000068875.5	Apobec4-201	ENSMUSG00000055547
ENSMUST00000077755.11	Arpc5-201	ENSMUSG00000008475
ENSMUST00000097536.6	Arpc5-202	ENSMUSG00000008475
ENSMUST00000186568.7	Ncf2-202	ENSMUSG00000026480
ENSMUST00000190323.7	Ncf2-206	ENSMUSG00000026480
ENSMUST00000027754.7	Ncf2-201	ENSMUSG00000026480
ENSMUST00000073441.13	Smg7-202	ENSMUSG00000042772
ENSMUST00000043560.15	Smg7-201	ENSMUSG00000042772
ENSMUST00000111836.4	Smg7-203	ENSMUSG00000042772
ENSMUST00000186368.7	Nmnat2-203	ENSMUSG00000042751
ENSMUST00000043313.15	Nmnat2-201	ENSMUSG00000042751
ENSMUST00000186621.2	Nmnat2-204	ENSMUSG00000042751
ENSMUST00000185356.7	Lamc2-203	ENSMUSG00000026479
ENSMUST00000027753.13	Lamc2-201	ENSMUSG00000026479
ENSMUST00000188206.2	Lamc2-204	ENSMUSG00000026479
ENSMUST00000161744.2	Lamc1-204	ENSMUSG00000026478
ENSMUST00000027752.15	Lamc1-201	ENSMUSG00000026478
ENSMUST00000163011.2	Lamc1-205	ENSMUSG00000026478
ENSMUST00000042373.12	Shcbp1l-201	ENSMUSG00000042708
ENSMUST00000136614.2	Shcbp1l-202	ENSMUSG00000042708
ENSMUST00000186380.7	Dhx9-202	ENSMUSG00000042699
ENSMUST00000042141.12	Dhx9-201	ENSMUSG00000042699
ENSMUST00000186966.7	Dhx9-203	ENSMUSG00000042699
ENSMUST00000190544.7	Dhx9-209	ENSMUSG00000042699
ENSMUST00000188345.2	Dhx9-204	ENSMUSG00000042699
ENSMUST00000041874.9	Npl-201	ENSMUSG00000042684
ENSMUST00000041776.12	Rgs8-201	ENSMUSG00000042671
ENSMUST00000124500.8	Rgs8-206	ENSMUSG00000042671
ENSMUST00000111815.8	Rgs8-205	ENSMUSG00000042671
ENSMUST00000152114.8	Rgs8-210	ENSMUSG00000042671
ENSMUST00000111812.8	Rgs8-203	ENSMUSG00000042671
ENSMUST00000147700.8	Rgs8-208	ENSMUSG00000042671
ENSMUST00000147482.8	Rgs8-207	ENSMUSG00000042671
ENSMUST00000111814.8	Rgs8-204	ENSMUSG00000042671
ENSMUST00000111810.2	Rgs8-202	ENSMUSG00000042671
ENSMUST00000027748.8	Rgs16-201	ENSMUSG00000026475
ENSMUST00000086209.10	Rnasel-201	ENSMUSG00000066800
ENSMUST00000182722.8	Rnasel-205	ENSMUSG00000066800
ENSMUST00000183241.8	Rnasel-206	ENSMUSG00000066800
ENSMUST00000182538.3	Rnasel-204	ENSMUSG00000066800
ENSMUST00000141249.8	Rgsl1-203	ENSMUSG00000042641
ENSMUST00000238926.2	Rgsl1-208	ENSMUSG00000042641
ENSMUST00000124558.10	Rgsl1-201	ENSMUSG00000042641
ENSMUST00000184095.3	Rgsl1-205	ENSMUSG00000042641
ENSMUST00000185164.7	Rgsl1-206	ENSMUSG00000042641
ENSMUST00000059607.8	Teddm2-201	ENSMUSG00000045968
ENSMUST00000123490.2	Teddm2-202	ENSMUSG00000045968
ENSMUST00000055314.4	Teddm1b-201	ENSMUSG00000043282
ENSMUST00000050660.6	Teddm1a-201	ENSMUSG00000047053
ENSMUST00000086199.12	Glul-201	ENSMUSG00000026473
ENSMUST00000140685.4	Glul-203	ENSMUSG00000026473
ENSMUST00000139476.8	Glul-202	ENSMUSG00000026473
ENSMUST00000086195.7	Zfp648-201	ENSMUSG00000066797
ENSMUST00000187541.7	Cacna1e-203	ENSMUSG00000004110
ENSMUST00000004214.15	Cacna1e-201	ENSMUSG00000004110
ENSMUST00000211821.2	Cacna1e-207	ENSMUSG00000004110
ENSMUST00000226546.2	Cacna1e-208	ENSMUSG00000004110
ENSMUST00000238369.2	Cacna1e-209	ENSMUSG00000004110
ENSMUST00000055322.6	Ier5-201	ENSMUSG00000056708
ENSMUST00000194612.6	Mr1-204	ENSMUSG00000026471
ENSMUST00000027744.10	Mr1-201	ENSMUSG00000026471
ENSMUST00000192410.2	Mr1-203	ENSMUSG00000026471
ENSMUST00000027743.13	Stx6-201	ENSMUSG00000026470
ENSMUST00000193059.6	Stx6-207	ENSMUSG00000026470
ENSMUST00000195302.6	Stx6-209	ENSMUSG00000026470
ENSMUST00000192690.2	Stx6-206	ENSMUSG00000026470
ENSMUST00000186156.7	BC034090-204	ENSMUSG00000033722
ENSMUST00000035914.5	BC034090-201	ENSMUSG00000033722
ENSMUST00000187096.2	BC034090-206	ENSMUSG00000033722
ENSMUST00000027741.12	Xpr1-201	ENSMUSG00000026469
ENSMUST00000111775.8	Xpr1-203	ENSMUSG00000026469
ENSMUST00000111774.2	Xpr1-202	ENSMUSG00000026469
ENSMUST00000080138.13	Acbd6-202	ENSMUSG00000033701
ENSMUST00000035560.9	Acbd6-201	ENSMUSG00000033701
ENSMUST00000097529.5	Acbd6-203	ENSMUSG00000033701
ENSMUST00000192730.2	Acbd6-205	ENSMUSG00000033701
ENSMUST00000027740.14	Lhx4-201	ENSMUSG00000026468
ENSMUST00000195275.2	Lhx4-202	ENSMUSG00000026468
ENSMUST00000035325.15	Qsox1-201	ENSMUSG00000033684
ENSMUST00000111764.8	Qsox1-202	ENSMUSG00000033684
ENSMUST00000194632.2	Qsox1-207	ENSMUSG00000033684
ENSMUST00000138762.8	Cep350-204	ENSMUSG00000033671
ENSMUST00000129865.9	Cep350-202	ENSMUSG00000033671
ENSMUST00000124495.3	Cep350-201	ENSMUSG00000033671
ENSMUST00000169241.8	Tor1aip1-210	ENSMUSG00000026466
ENSMUST00000097527.10	Tor1aip1-202	ENSMUSG00000026466
ENSMUST00000136331.8	Tor1aip1-206	ENSMUSG00000026466
ENSMUST00000027738.14	Tor1aip1-201	ENSMUSG00000026466
ENSMUST00000136397.8	Tor1aip1-207	ENSMUSG00000026466
ENSMUST00000141878.8	Tor1aip1-208	ENSMUSG00000026466
ENSMUST00000130995.4	Tor1aip1-205	ENSMUSG00000026466
ENSMUST00000123705.8	Tor1aip1-203	ENSMUSG00000026466
ENSMUST00000111757.10	Tor1aip2-205	ENSMUSG00000050565
ENSMUST00000111754.9	Tor1aip2-204	ENSMUSG00000050565
ENSMUST00000133152.2	Tor1aip2-209	ENSMUSG00000050565
ENSMUST00000128941.8	Tor1aip2-207	ENSMUSG00000050565
ENSMUST00000060404.5	Tor1aip2-201	ENSMUSG00000050565
ENSMUST00000065648.15	Tor1aip2-202	ENSMUSG00000050565
ENSMUST00000097526.3	Tor1aip2-203	ENSMUSG00000050565
ENSMUST00000015628.4	Fam163a-201	ENSMUSG00000015484
ENSMUST00000121146.10	Tdrd5-201	ENSMUSG00000060985
ENSMUST00000167528.9	Tdrd5-204	ENSMUSG00000060985
ENSMUST00000141760.4	Tdrd5-202	ENSMUSG00000060985
ENSMUST00000027896.10	Nphs2-201	ENSMUSG00000026602
ENSMUST00000193020.2	Nphs2-202	ENSMUSG00000026602
ENSMUST00000177824.8	Axdnd1-202	ENSMUSG00000026601
ENSMUST00000178036.8	Axdnd1-204	ENSMUSG00000026601
ENSMUST00000213088.3	Axdnd1-211	ENSMUSG00000026601
ENSMUST00000212747.2	Axdnd1-210	ENSMUSG00000026601
ENSMUST00000180173.2	Axdnd1-208	ENSMUSG00000026601
ENSMUST00000179985.8	Axdnd1-207	ENSMUSG00000026601
ENSMUST00000179744.2	Axdnd1-206	ENSMUSG00000026601
ENSMUST00000102782.4	Gm2000-201	ENSMUSG00000078193
ENSMUST00000189661.7	Soat1-207	ENSMUSG00000026600
ENSMUST00000051396.13	Soat1-201	ENSMUSG00000026600
ENSMUST00000187507.7	Soat1-204	ENSMUSG00000026600
ENSMUST00000188027.2	Soat1-206	ENSMUSG00000026600
ENSMUST00000173929.8	Abl2-203	ENSMUSG00000026596
ENSMUST00000166172.9	Abl2-202	ENSMUSG00000026596
ENSMUST00000027888.13	Abl2-201	ENSMUSG00000026596
ENSMUST00000190749.2	Abl2-204	ENSMUSG00000026596
ENSMUST00000156861.8	Tor3a-206	ENSMUSG00000060519
ENSMUST00000079625.11	Tor3a-201	ENSMUSG00000060519
ENSMUST00000150557.8	Tor3a-203	ENSMUSG00000060519
ENSMUST00000122242.8	Tor3a-202	ENSMUSG00000060519
ENSMUST00000188964.7	Tor3a-207	ENSMUSG00000060519
ENSMUST00000190607.2	Tor3a-208	ENSMUSG00000060519
ENSMUST00000122424.8	Fam20b-202	ENSMUSG00000033557
ENSMUST00000086153.8	Fam20b-201	ENSMUSG00000033557
ENSMUST00000172057.8	Ralgps2-204	ENSMUSG00000026594
ENSMUST00000027886.14	Ralgps2-201	ENSMUSG00000026594
ENSMUST00000192343.6	Ralgps2-215	ENSMUSG00000026594
ENSMUST00000171292.8	Ralgps2-203	ENSMUSG00000026594
ENSMUST00000063199.13	Ralgps2-202	ENSMUSG00000026594
ENSMUST00000191605.7	Ralgps2-214	ENSMUSG00000026594
ENSMUST00000185198.7	Ralgps2-205	ENSMUSG00000026594
ENSMUST00000189316.7	Ralgps2-209	ENSMUSG00000026594
ENSMUST00000190648.7	Ralgps2-211	ENSMUSG00000026594
ENSMUST00000188656.7	Ralgps2-207	ENSMUSG00000026594
ENSMUST00000190762.7	Ralgps2-212	ENSMUSG00000026594
ENSMUST00000189648.2	Ralgps2-210	ENSMUSG00000026594
ENSMUST00000027885.8	Angptl1-201	ENSMUSG00000033544
ENSMUST00000111720.2	Angptl1-202	ENSMUSG00000033544
ENSMUST00000118207.8	Tex35-202	ENSMUSG00000026592
ENSMUST00000027884.13	Tex35-201	ENSMUSG00000026592
ENSMUST00000187546.7	Tex35-206	ENSMUSG00000026592
ENSMUST00000121911.8	Tex35-204	ENSMUSG00000026592
ENSMUST00000119526.2	Tex35-203	ENSMUSG00000026592
ENSMUST00000148649.3	Tex35-205	ENSMUSG00000026592
ENSMUST00000078308.13	Rasal2-201	ENSMUSG00000070565
ENSMUST00000132699.8	Rasal2-204	ENSMUSG00000070565
ENSMUST00000129880.8	Rasal2-203	ENSMUSG00000070565
